c,n,g,AP,APB-SUMATE,FP,LIBRE,LYP-ADN,MAS-IPSP,PDC,UNIDAD,n,b,v,c_replaced
2784.19,(Cárcel) Penal Guayaramerin,UNIDAD,0,9,3,14,0,4,15,40,10,9,85,2784.19
2784.25320,U.E. 9 de Abril,UNIDAD,58,89,10,231,7,38,133,390,107,37,956,2784.25320
2784.26359,U.E.  Mariscal Andres de Santa Cruz,UNIDAD,68,97,12,409,8,43,188,505,134,35,1330,2784.26359
2784.3,U.E.  Evangélico Nacional,UNIDAD,71,82,12,460,13,36,223,538,205,26,1435,2784.3
2784.32115,U.E.  Guayaraguazu,UNIDAD,35,38,7,110,2,21,51,173,50,23,437,2784.32115
2784.5,U.E.  Manuel Antonio Ojopi,UNIDAD,63,101,19,424,11,41,155,684,121,42,1498,2784.5
2784.6,U.E.  Elmer Botsford,UNIDAD,23,26,8,232,2,19,41,310,25,19,661,2784.6
2784.7,U.E.  San Jose,UNIDAD,35,87,12,306,9,32,99,589,114,43,1169,2784.7
2784.8,U.E.  Mejillones,UNIDAD,35,42,4,225,3,28,74,321,76,38,732,2784.8
2784.9,U.E.  6 de Junio,UNIDAD,67,103,15,426,15,60,161,834,173,69,1681,2784.9
2785.1,Esc. Central San Lorenzo,UNIDAD,6,3,0,39,1,6,4,45,14,14,104,2785.1
2786.1,Esc. Gualberto Villarruel,UNIDAD,95,102,9,409,36,51,283,425,175,52,1410,2786.1
2786.26362,U.E. Melvin Jonnes,LIBRE,20,41,2,134,8,15,126,130,72,17,476,2786.26362
2786.3,Unidad Educativa Lucio Lens,UNIDAD,166,148,24,541,27,94,536,623,356,85,2159,2786.3
2786.32019,U.E. Filadelfia,UNIDAD,74,82,12,274,11,37,214,353,168,44,1057,2786.32019
2786.32020,U.E. Obispo Juan Claudel Fe y Alegria,UNIDAD,47,80,8,275,12,54,199,335,139,30,1010,2786.32020
2786.4,Escuela Villa Lourdes,PDC,91,93,15,262,16,46,327,277,264,60,1127,2786.4
2787.1,Esc. Central Nuevos Horizontes,PDC,85,18,16,75,9,23,153,47,123,37,426,2787.1
2788.1,Esc. Las Abras,UNIDAD,2,3,2,36,2,0,4,43,10,12,92,2788.1
279.2509,U. E. Vilaque Grande,PDC,23,9,2,22,5,10,164,9,49,8,244,279.2509
2790.2,Esc. Sebastian Pagador,PDC,16,6,2,31,2,1,80,11,33,3,149,2790.2
2791.2256,Unid. Educ. Ursula Goyzueta,PDC,165,25,55,35,17,66,562,46,434,86,971,2791.2256
2793.2921,Esc. Ismael Montes,PDC,118,28,38,72,18,17,441,58,202,33,790,2793.2921
2794.101,Colegio Junin,LIBRE,26,34,3,568,9,42,95,198,31,2,975,2794.101
2794.103,Esc. Mariscal De Ayacucho,LIBRE,6,25,0,290,3,14,27,80,15,1,445,2794.103
2794.106,Kinder San Vicente De Paul,LIBRE,24,55,1,898,6,48,164,291,42,2,1487,2794.106
2794.108,Col. Mariano Serrano,LIBRE,80,196,5,1586,26,108,459,685,151,13,3145,2794.108
2794.110,Unid. Educ. Jose Clemente Maurer,PDC,184,87,20,294,22,56,1010,120,529,101,1793,2794.110
2794.111,Esc. Roberto Alvarado,PDC,164,257,28,1567,67,112,1893,614,612,88,4702,2794.111
2794.113,Esc. Benjamin Guzman,LIBRE,28,84,6,630,8,49,174,193,37,10,1172,2794.113
2794.115,Esc. La Recoleta,LIBRE,60,196,9,1257,14,84,521,460,185,20,2601,2794.115
2794.116,Salon Multifuncional El Abra,PDC,91,132,20,467,20,50,655,230,279,66,1665,2794.116
2794.117,Esc. San Javier,LIBRE,71,150,8,1822,22,125,523,713,150,18,3434,2794.117
2794.123,Esc. San Juanillo,LIBRE,149,300,30,1642,37,146,1415,693,424,61,4412,2794.123
2794.124,Kinder Echeverria,LIBRE,19,41,0,572,4,34,55,185,26,3,910,2794.124
2794.202,Col. Don Bosco,LIBRE,38,77,2,903,16,43,155,303,54,7,1537,2794.202
2794.204,Col. Sagrado Corazon,LIBRE,22,51,0,518,4,23,92,179,25,2,889,2794.204
2794.208,Kinder Municipal,LIBRE,39,129,2,823,9,47,291,280,52,9,1620,2794.208
2794.210,Esc. Josefina Goytia,LIBRE,53,86,5,804,18,82,380,325,180,25,1753,2794.210
2794.211,Esc. Aniceto Arce,PDC,166,190,35,1015,43,134,1339,327,497,100,3249,2794.211
2794.212,Esc. Guido Villagomez,PDC,201,266,47,1419,65,103,1820,557,594,91,4478,2794.212
2794.216,Col. Jorge Revilla,LIBRE,200,316,28,1766,59,153,1682,631,554,74,4835,2794.216
2794.217,U.E. Marcelo Quiroga Santa Cruz,PDC,217,150,43,821,62,112,2010,301,852,138,3716,2794.217
2794.219,U.E. Las Americas,PDC,252,227,50,899,64,116,2385,332,801,135,4325,2794.219
2794.222,Col. Cardenal Maurer,LIBRE,50,87,2,1028,17,57,262,347,81,8,1850,2794.222
2794.227,Col. Emilio Hoschman,PDC,254,174,58,661,61,85,2233,282,940,162,3808,2794.227
2794.228,Colegio Fe y Alegria,LIBRE,99,302,21,1852,21,136,1064,668,261,36,4163,2794.228
2794.229,Colegio Domingo Sabio,PDC,93,103,16,699,25,43,791,216,224,36,1986,2794.229
2794.230,Unidad Educativa 6 de Junio,PDC,152,190,25,986,40,96,1179,422,447,72,3090,2794.230
2794.231,U.Pedag. Mariscal Sucre,LIBRE,38,79,6,696,9,50,191,234,69,2,1303,2794.231
2794.25027,Salon Multifuncional El Niño,LIBRE,35,69,4,585,10,30,345,209,110,24,1287,2794.25027
2794.25028,Salon Multifuncional La Hoyada,LIBRE,21,49,4,233,4,20,200,67,53,8,598,2794.25028
2794.25029,(Cárcel) Cárcel Pública,AP,146,40,11,139,18,24,86,52,141,33,516,2794.25029
2794.25031,Mercado Yurac Yurac,LIBRE,86,132,18,951,29,93,826,352,251,25,2487,2794.25031
2794.25032,Unidad Educativa Alberto Bohorquez,PDC,217,108,32,417,51,60,1354,179,774,140,2418,2794.25032
2794.25033,Unidad Educativa Ruffo,PDC,101,69,16,217,27,35,723,69,319,59,1257,2794.25033
2794.25329,U.E. Gastón Vilar Casso,PDC,213,182,38,898,56,111,1656,296,787,111,3450,2794.25329
2794.25476,Coliseo Libertadores,LIBRE,73,156,15,1387,41,107,823,445,260,42,3047,2794.25476
2794.25526,U.E. Eduardo Abaroa,LIBRE,46,144,12,1203,18,96,374,432,87,19,2325,2794.25526
2794.25530,Campo Deportivo Noria Alta,LIBRE,36,80,8,676,13,47,301,238,83,8,1399,2794.25530
2794.25531,U.E. Thako Pampa,PDC,85,31,12,155,18,15,486,52,342,52,854,2794.25531
2794.25568,U.E. San Roque Nivel Inicial,LIBRE,44,107,8,640,13,51,271,222,69,11,1356,2794.25568
2794.25569,Salón Multifuncional Satélite,LIBRE,34,79,10,446,22,34,374,202,139,17,1201,2794.25569
2794.25570,Campo Deportivo San Juanillo Bajo,LIBRE,43,75,8,608,17,41,531,214,161,21,1537,2794.25570
2794.25571,Coliseo Los Pinos,PDC,97,92,13,562,29,44,852,181,288,32,1870,2794.25571
2794.25577,U.E. Cristo Rey,LIBRE,2,10,0,120,0,7,57,39,29,1,235,2794.25577
2794.26371,U.E. Lechuguillas,PDC,14,5,2,29,2,5,97,14,79,11,168,2794.26371
2794.26372,Salón Multifuncional Sancho,PDC,24,14,5,89,8,13,164,46,64,7,363,2794.26372
2794.26373,U.E. Franz Tamayo,PDC,65,59,11,330,14,27,749,127,249,21,1382,2794.26373
2794.26374,U.E. Kurusa Llawi,PDC,34,11,0,95,3,4,223,18,93,11,388,2794.26374
2794.26375,U.E. Tomas Katari Sucre,PDC,120,67,9,283,31,45,779,100,427,69,1434,2794.26375
2794.26376,Campo Deportivo Barrio Lindo,LIBRE,25,31,4,258,16,12,233,75,55,7,654,2794.26376
2794.30001,Facultad de Tecnología Médica,LIBRE,37,71,5,716,11,51,306,261,69,12,1458,2794.30001
2794.30002,Campo Deportivo zona San Francisco,LIBRE,42,70,3,747,7,45,251,258,86,13,1423,2794.30002
2794.30004,Campo Deportivo zona América,PDC,45,94,7,424,20,52,539,175,166,26,1356,2794.30004
2794.30005,Universidad del Valle UNIVALLE,LIBRE,45,122,11,971,26,66,498,371,121,14,2110,2794.30005
2794.30009,Coliseo San José,LIBRE,35,75,5,564,7,32,262,228,65,9,1208,2794.30009
2794.30010,Kinder Aniceto Arce,PDC,59,52,6,283,12,32,346,86,103,28,876,2794.30010
2794.30015,U.E. Gualberto Paredes,PDC,202,106,22,470,28,85,1267,141,535,89,2321,2794.30015
2794.32160,U.E. Genoveva Rios,PDC,18,17,2,67,5,1,155,16,84,6,281,2794.32160
2794.32161,Salón Multifuncional Luis Espinal,PDC,45,38,10,240,15,22,338,89,139,18,797,2794.32161
2794.32162,Centro Recreacional La Esperanza,LIBRE,25,46,9,322,17,23,265,126,73,8,833,2794.32162
2794.32163,U.E. Ernesto Che Guevara,PDC,76,31,15,253,25,17,784,86,341,45,1287,2794.32163
2794.32387,Facultad de Ciencias de Enfermeria y Obstetricia,PDC,0,5,0,23,1,3,34,8,5,1,74,2794.32387
2794.32388,U.E. Tambo Aranjuez,PDC,1,0,0,5,0,0,5,1,1,1,12,2794.32388
2794.32389,U.E. Bicentenario,LIBRE,9,16,2,97,4,6,66,44,16,4,244,2794.32389
2794.32390,U.E. Teresa Bustos de Lemoine,LIBRE,40,76,3,904,9,36,114,271,46,7,1453,2794.32390
2794.400,Fac. Derecho,LIBRE,98,151,8,1553,25,111,565,617,143,13,3128,2794.400
2794.401,Col. Victorino Vega,PDC,169,244,36,1108,37,118,1525,441,520,76,3678,2794.401
2794.403,Esc. Sagrada Familia,PDC,198,251,45,1367,62,112,2137,485,630,105,4657,2794.403
2794.407,Estadium Patria,LIBRE,100,234,12,1665,29,127,768,637,220,39,3572,2794.407
2794.408,Esc. Angel Baspineiro,PDC,169,56,11,206,35,48,1130,73,841,115,1728,2794.408
2794.409,Campo Deportivo 20 de Octubre,PDC,49,63,15,395,11,33,459,136,149,14,1161,2794.409
2794.410,Unid. Educativa Victoria Diez,PDC,384,124,34,482,57,80,2219,201,1570,277,3581,2794.410
2794.502,Seminario Teologico Del Sur,LIBRE,69,121,13,999,31,67,910,391,237,34,2601,2794.502
2794.504,U.E. Cristina Aitken de Gutierrez,LIBRE,37,88,4,808,15,54,277,251,131,20,1534,2794.504
2794.506,Fundacion Pachamama,LIBRE,16,44,3,460,6,29,160,152,39,7,870,2794.506
2794.507,Jardín De Niños San Lázaro,LIBRE,25,58,3,435,6,31,186,180,53,10,924,2794.507
2794.508,IPTK N Aguirre 560 CERPI,LIBRE,57,143,7,1247,28,64,603,455,130,19,2604,2794.508
2794.509,Kinder Gerardo Vaca Guzman,LIBRE,15,41,3,359,3,20,70,97,29,2,608,2794.509
2794.510,Unidad Educativa Alegría,PDC,179,42,38,156,21,25,874,68,690,148,1403,2794.510
2794.511,Salon Mult. Alto Loyola,PDC,47,65,15,324,18,29,552,129,165,22,1179,2794.511
2794.512,Facultad de Tecnología,LIBRE,91,170,8,1779,37,111,614,649,143,17,3459,2794.512
2794.513,Kinder Serrano,LIBRE,18,33,1,278,5,14,109,95,24,1,553,2794.513
2794.515,Liceo María Josefa Mujia,LIBRE,42,91,3,861,15,48,159,301,53,6,1520,2794.515
2794.516,Terminal De Buses,LIBRE,97,195,9,1945,27,119,713,674,230,33,3779,2794.516
2794.517,Escuela Daniel Calvo,LIBRE,16,40,1,324,5,14,71,122,21,0,593,2794.517
2794.519,Colegio 23 de Marzo,LIBRE,44,130,7,1298,41,94,559,448,121,23,2621,2794.519
2794.522,Col. Bernardo Monteagudo,LIBRE,21,47,4,581,8,45,129,211,47,9,1046,2794.522
2794.523,Coliseo Jorge Revilla Aldana,LIBRE,26,65,2,582,9,40,166,199,50,8,1089,2794.523
2794.529,Iglesia San Matías,LIBRE,67,166,10,1083,11,76,425,418,115,14,2256,2794.529
2794.533,U.E. Evo Morales Ayma,PDC,118,117,18,705,28,71,1030,272,373,49,2359,2794.533
2794.534,Escuela Tucsupaya,LIBRE,155,182,24,1431,34,126,1162,579,484,70,3693,2794.534
2794.535,Unid. Ed. Hugo Poppe Entrambasaguas,PDC,122,135,28,954,39,98,1110,377,364,63,2863,2794.535
2794.536,U.E. Francisco Cermeño,LIBRE,15,15,4,174,6,10,117,62,25,2,403,2794.536
2796.76,U.E.  Manuel Estremadoiro Martinez,UNIDAD,5,13,4,63,0,4,31,76,40,7,196,2796.76
2797.4051,U.E. 15 de Mayo,LIBRE,38,25,12,196,3,11,89,83,57,17,457,2797.4051
2798.16,U.E.  Gutembert Cruz,LIBRE,8,23,1,134,1,9,16,44,27,16,236,2798.16
280.2513,U. E. Sarampiuni,PDC,19,4,9,5,2,16,70,6,38,12,131,280.2513
2800.57,U.E. Galilea,AP,97,10,0,11,0,6,18,23,21,14,165,2800.57
2802.46,U.E. San Antonio,LIBRE,8,4,1,15,0,5,13,9,10,4,55,2802.46
2803.1203,Unidad Educativa Rodeo Grande,AP,76,1,7,2,2,3,51,0,893,36,142,2803.1203
2804.1211,Colegio Franz Tamayo,AP,1709,86,44,140,46,40,652,82,6239,217,2799,2804.1211
2804.1212,U. E. José Carrasco (Manco Kapac),AP,752,20,16,26,12,9,176,17,2994,79,1028,2804.1212
2804.25314,U.E. Nacional Ayacucho,AP,259,13,5,31,10,12,138,20,886,28,488,2804.25314
2804.26471,U. E. Mariscal Sucre,AP,90,3,2,13,5,1,55,11,432,18,180,2804.26471
2805.154,Esc. Cachi Cachi,PDC,45,4,15,10,4,24,118,5,73,15,225,2805.154
2806.25619,Col.Nal. Simón Bolivar,PDC,24,2,8,4,2,6,102,1,56,4,149,2806.25619
2807.32181,Corregimiento de Soledad,PDC,5,2,2,4,0,2,21,1,7,6,37,2807.32181
2808.2,U.E. Sebastian Pagador,PDC,51,2,11,4,6,2,93,0,197,29,169,2808.2
2809.2,U.E. Andapata,PDC,11,0,7,1,1,2,37,1,22,1,60,2809.2
281.2517,U. E. Chimate,PDC,23,5,11,9,3,11,65,12,118,16,139,281.2517
2810.32182,U.E. Nacional Cosapa,PDC,29,3,3,6,2,1,160,3,154,10,207,2810.32182
2811.2,U.E. Alcamarca,PDC,9,1,6,2,0,8,62,2,137,6,90,2811.2
2812.2,Esc. Huancaroma,PDC,9,0,2,1,2,1,34,2,52,3,51,2812.2
2813.2,U.E. Quelcata,PDC,32,1,11,4,1,5,72,5,171,13,131,2813.2
2814.2,U.E. Machacamarca,PDC,14,1,2,0,0,0,15,2,73,3,34,2814.2
2815.2,Esc. Calacota,PDC,2,0,0,1,2,0,15,1,21,2,21,2815.2
2816.1,Esc. San Francisco Del Yata,UNIDAD,5,8,2,7,0,3,0,27,19,1,52,2816.1
2817.495,U. E. Juan Victor Montoya Medinacelli,PDC,39,14,8,17,7,9,68,7,84,34,169,2817.495
2818.467,Esc. Secc. Vacuyo,PDC,18,6,4,4,5,10,68,6,33,18,121,2818.467
2819.1,Esc. San Simon,PDC,22,18,4,12,1,9,70,12,61,14,148,2819.1
282.2507,U. E. Santa Rosa,PDC,168,48,31,111,28,88,787,80,550,110,1341,282.2507
2821.464,Sacani,AP,59,10,10,7,3,10,56,5,224,9,160,2821.464
2822.465,U. E. 6 de Junio,PDC,35,11,7,5,10,8,83,4,182,48,163,2822.465
2823.482,Esc. Central Rodeo Huayllas,PDC,34,5,4,16,9,5,38,3,152,36,114,2823.482
2824.1,Esc. Litoral,MAS-IPSP,26,4,8,4,2,33,9,24,30,18,110,2824.1
2825.1,Esc. Retiro,AP,45,2,2,2,0,5,4,3,56,8,63,2825.1
2826.481,Esc. Seccional Molle Molle,PDC,37,9,9,3,6,19,65,2,180,48,150,2826.481
2827.1,Esc. Monte Mae,UNIDAD,4,16,0,20,2,0,0,34,6,5,76,2827.1
2828.485,U. E. Yahuaco,PDC,7,3,2,1,0,5,12,1,65,12,31,2828.485
2829.468,U. E. Villa Alcarapi,AP,68,1,9,4,3,3,46,2,208,24,136,2829.468
283.2499,Col. Nal. Mixto Teoponte,PDC,66,51,16,99,3,132,436,76,222,47,879,283.2499
2830.469,Esc. Seccional De San Pedro de Colila,PDC,21,3,10,4,0,7,28,2,57,6,75,2830.469
2831.470,Esc. Central El Palomar,AP,41,4,9,9,3,4,38,2,77,16,110,2831.470
2832.472,U.E. Manuel Ascencio Padilla,PDC,58,1,2,0,2,0,66,2,41,4,131,2832.472
2833.471,U.E. Pampa Tambo,AP,31,2,4,3,0,5,25,1,44,4,71,2833.471
2834.473,U.E. San Bartolome,PDC,12,13,3,8,8,7,159,4,77,33,214,2834.473
2835.474,U.E. El Porvenir A De Totora I,PDC,41,19,17,12,17,112,265,8,183,85,491,2835.474
2836.475,U.E. Franz Tamayo,PDC,54,6,12,24,2,8,113,9,44,10,228,2836.475
2839.478,Esc. Seccional Selocha,AP,19,6,12,1,2,11,14,1,35,10,66,2839.478
284.2511,Sede Social,PDC,148,68,38,101,20,108,556,100,470,88,1139,284.2511
2840.480,U.E. Alonso de Ibáñez de Río San Pablo,PDC,12,2,3,6,2,0,22,0,40,5,47,2840.480
2841.479,U.E. Nuevos Horizontes de Viluyo,AP,16,5,2,1,1,1,10,2,40,3,38,2841.479
2842.25029,U.E. 1o. de Mayo,APB-SUMATE,9,17,6,7,4,7,10,8,51,20,68,2842.25029
2843.2,Esc. Mariscal Sucre,PDC,14,5,3,6,2,7,47,1,40,8,85,2843.2
2844.1,Colegio Rosendo La Fuente,PDC,41,4,3,30,6,15,57,8,41,27,164,2844.1
2845.1,U.E. Rodeo El Porvenir,PDC,15,4,9,6,5,5,81,2,102,33,127,2845.1
2846.1,Escuela Despensas,PDC,12,11,3,18,8,8,28,13,39,16,101,2846.1
2847.1,Escuela Yana Yana,PDC,2,4,1,4,3,0,7,4,17,5,25,2847.1
2848.1,U. Edu. San Miguel Del Bañado,PDC,37,35,10,50,4,9,125,85,67,33,355,2848.1
285.2512,U.E. Tomachi,PDC,36,37,7,33,4,27,116,33,123,32,293,285.2512
285.32258,Sede de Tomachi,PDC,2,1,0,0,0,0,8,1,0,0,12,285.32258
2850.1,Escuela El Simbolar,UNIDAD,3,1,1,13,1,4,7,15,10,2,45,2850.1
2851.477,U. E. El Molino,PDC,4,0,2,2,1,1,4,1,34,3,15,2851.477
2852.2,Esc. Central Turco,PDC,71,16,31,43,8,68,287,19,428,44,543,2852.2
2853.22,Esc. Santa Rosa De La Mina,UNIDAD,11,16,8,41,2,16,21,77,35,16,192,2853.22
2854.4053,Esc. Secc. de Kaipepe,PDC,24,15,7,78,3,16,80,59,49,35,282,2854.4053
2855.14060,U.E. Parapety,UNIDAD,25,4,5,16,3,8,24,45,25,7,130,2855.14060
2856.11040,Escuela Maestro Pitagoras,PDC,423,222,77,1104,53,127,1637,1023,1355,160,4666,2856.11040
2856.11041,Esc. Central Angel Foianini,LIBRE,250,200,53,1244,45,73,971,1054,765,68,3890,2856.11041
2856.26341,U. E. Cumbre de las Américas I,PDC,135,38,11,252,9,29,416,221,382,23,1111,2856.26341
2857.18028,U. E. Santa cruz de la Sierra,PDC,73,15,22,31,10,5,87,24,248,21,267,2857.18028
2858.1028,Esc. Nucleo Central Santa Fe,PDC,43,16,7,31,3,10,93,31,172,23,234,2858.1028
2859.5013,Esc. Nucleo Santa Rosa,PDC,4,11,8,22,4,3,52,36,15,5,140,2859.5013
286.2518,Escuela Pajonal Vilaque,PDC,25,21,5,8,3,6,164,18,49,16,250,286.2518
2860.5023,U.E. 24 De Marzo,PDC,1,5,2,17,1,5,21,16,7,3,68,2860.5023
2861.1,Esc. La Patria,UNIDAD,15,16,12,29,1,3,31,91,68,26,198,2861.1
2862.6040,U.E. 21 de Junio,PDC,4,2,1,2,0,0,9,3,8,1,21,2862.6040
2863.21040,U.E. Profesor Jose Cabrera R.,PDC,33,8,6,35,4,5,127,15,232,19,233,2863.21040
2864.13017,U.E. Aguas Calientes,LIBRE,68,22,4,178,8,29,31,146,78,23,486,2864.13017
2865.4061,U.E. Santa Rosa,AP,44,10,5,12,1,6,27,26,18,21,131,2865.4061
2866.4055,U.E. Kereimba,PDC,52,15,18,48,3,21,63,50,42,21,270,2866.4055
2867.4059,U.E. Kaipipendi,PDC,11,4,6,3,1,12,18,3,11,6,58,2867.4059
2868.4058,U.E. Kapirenda,AP,87,32,30,33,5,14,17,30,77,70,248,2868.4058
2869.4056,U.E. Iviyeca,PDC,21,4,9,13,3,12,44,8,15,4,114,2869.4056
287.2515,Esc. Mariapu,PDC,5,4,1,10,2,3,73,10,14,7,108,287.2515
2870.4054,U.E. Itaimbeguasu,MAS-IPSP,25,14,6,14,1,74,13,15,30,45,162,2870.4054
2871.4057,Esc. Seccional S. Miguel Pocito,PDC,12,20,6,19,5,5,33,19,30,16,119,2871.4057
2872.18027,U.E. Raul Menacho,PDC,33,4,10,33,2,5,107,14,126,20,208,2872.18027
2873.18026,U.E. Ayacucho,PDC,43,13,4,22,2,15,74,28,89,16,201,2873.18026
2874.3031,Esc. Nucleo Central,APB-SUMATE,7,23,1,4,0,1,16,5,10,2,57,2874.3031
2875.67,Escuela Elizardo Perez,PDC,30,5,2,18,1,6,103,8,92,22,173,2875.67
2876.1,Escuela Molle Cancha,AP,10,1,3,2,2,2,4,1,33,5,25,2876.1
2877.1,Escuela Heroes del Chaco,AP,43,23,10,8,4,12,38,10,43,18,148,2877.1
2878.1,Unidad Educativa Huañumilla,AP,19,10,9,2,2,7,18,1,179,17,68,2878.1
2879.26484,U.E. 15 de Abril,PDC,31,15,5,49,10,12,140,77,104,31,339,2879.26484
2881.15,U.E. San Pedro de Las Peñas,PDC,5,6,6,0,1,6,7,3,11,2,34,2881.15
2882.19,U.E. Obispo El Carmen,UNIDAD,6,3,3,1,1,6,12,12,19,1,44,2882.19
2883.20,U.E. Chorcoya Mendez,AP,44,7,6,9,5,16,25,17,37,13,129,2883.20
2884.1,Colegio Tasa Pampa,PDC,18,2,9,2,0,4,50,1,73,12,86,2884.1
2885.1,Esc. San Marcos,UNIDAD,1,1,0,0,0,0,0,19,1,0,21,2885.1
2886.1,Esc. Puerto San Borja,AP,39,14,2,8,5,13,8,10,66,22,99,2886.1
2887.511,Coleg. Elizardo Perez,PDC,27,11,4,14,3,21,105,10,61,15,195,2887.511
2888.1,Escuela Central Challcha,PDC,50,9,4,4,2,5,51,3,125,20,128,2888.1
2889.509,Esc. Paranturi,PDC,7,6,3,12,3,2,16,8,15,1,57,2889.509
289.2479,Escuela XVI De Julio,PDC,120,11,11,16,5,48,281,15,413,47,507,289.2479
2890.510,U. E. Foroctiri Junin,MAS-IPSP,25,2,9,4,6,178,29,9,80,19,262,2890.510
2891.499,U. E. Gualberto Villarroel,UNIDAD,22,4,2,3,4,2,3,35,182,23,75,2891.499
2894.1026,U.E. Prof. Neisa Salvatierra,UNIDAD,12,23,3,227,4,2,24,264,43,8,559,2894.1026
2895.1,Escuela San Jose de Alisos,PDC,23,6,3,1,5,5,40,4,107,35,87,2895.1
2896.1,Unidad Educativa Tomoroco,PDC,44,6,2,8,4,6,89,14,131,30,173,2896.1
2897.80,U.E. Luz De America,LIBRE,10,10,1,57,0,21,18,12,32,11,129,2897.80
2898.1,Escuela Guadalupe,PDC,58,2,4,5,2,7,62,2,92,25,142,2898.1
2899.1,Escuela Hilarion Vides Choque,AP,62,3,4,13,4,15,40,3,47,30,144,2899.1
290.2483,Esc. Ananea,PDC,50,7,5,17,3,3,225,8,86,28,318,290.2483
2900.2018,Escuela Seccional Perez,PDC,24,11,4,12,2,0,41,5,68,7,99,2900.2018
2901.1,Escuela Santa Lucia,AP,26,0,1,0,0,3,11,1,27,9,42,2901.1
2902.1,Unidad Educativa Ernesto Theobald,LIBRE,47,22,12,100,11,38,89,61,146,37,380,2902.1
2903.502,Esc. Potongo Alto,AP,17,1,0,1,2,1,6,1,29,4,29,2903.502
2904.503,Esc. Chico Chico,PDC,20,9,18,11,9,11,95,11,147,18,184,2904.503
2905.504,Esc. Rodero,PDC,29,7,4,16,3,3,56,6,45,9,124,2905.504
2906.3002,Unidad Educativa Sabino Wallku,AP,42,2,3,4,4,2,29,1,306,34,87,2906.3002
2907.505,Esc. Juruna,AP,95,3,7,3,2,6,23,8,128,20,147,2907.505
2908.3006,Unidad Educativa Villa Pucara,AP,42,17,2,9,3,2,39,2,291,34,116,2908.3006
2909.3007,Unidad Educativa Charahuaytu,AP,89,3,7,6,12,1,73,2,611,88,193,2909.3007
291.2480,Col. Central San Agustin,PDC,57,19,14,18,2,11,159,18,111,12,298,291.2480
2910.500,Esc. Secc. Luqui Pampa,FP,0,1,6,2,2,1,5,1,42,5,18,2910.500
2911.501,U.E. Martin Primero De Urupalca,PDC,34,2,4,1,3,5,36,2,21,5,87,2911.501
2913.6001,Esc. Seccional Chussi,PDC,15,5,2,8,4,10,105,1,68,15,150,2913.6001
2914.1,Unidad Educativa Chillagua,AP,108,15,14,9,12,18,77,13,105,29,266,2914.1
2915.161,U.E. Franz Tamayo,PDC,44,7,4,13,6,10,118,5,125,27,207,2915.161
2916.493,U. E. 1ro. de Mayo De Zapatera,PDC,3,0,1,0,0,2,8,5,13,0,19,2916.493
2917.32088,Casa Comunal de Vestrullani,AP,8,0,5,0,0,0,3,0,46,5,16,2917.32088
2918.498,U.E. Ladislao Cabrera,PDC,18,1,3,4,5,4,46,1,46,12,82,2918.498
2919.3016,U.E. Tunari,AP,29,1,3,2,0,0,4,4,450,8,43,2919.3016
292.2519,U. E. Incachaca,PDC,29,12,4,15,1,17,71,10,31,11,159,292.2519
2920.494,U.E. 23 de Marzo de Kollpani,AP,12,1,3,0,0,3,6,2,25,2,27,2920.494
2921.506,Esc. San Pedro de Esquiri,AP,11,2,1,2,0,1,10,0,28,3,27,2921.506
2922.507,U.E. Fragua,AP,54,3,1,5,0,3,33,3,64,5,102,2922.507
2923.508,U.E. Mcal. Antonio Jose De Sucre De Tres Cruces,PDC,99,26,11,43,7,21,555,23,477,65,785,2923.508
2924.497,U.E. Gualberto Villarroel,PDC,18,11,16,8,7,6,108,8,141,28,182,2924.497
2925.3023,Escuela Oscar Alfaro   Villa Vinto,AP,147,7,10,9,6,10,124,3,439,27,316,2925.3023
2926.1,Unidad Educativa Carpachacra,PDC,16,20,6,5,6,6,20,13,28,7,92,2926.1
2927.1,U.E. Churquis,UNIDAD,22,12,10,34,6,13,34,80,80,44,211,2927.1
2928.9,U.E. Pampa Grande,UNIDAD,61,10,9,22,6,21,29,109,79,43,267,2928.9
2929.6008,Unidad Educativa Auquipampa,AP,12,0,0,0,0,0,1,0,496,1,13,2929.6008
2930.1,Escuela Molle Pata,PDC,8,5,4,1,3,3,12,0,236,44,36,2930.1
2931.1,Unidad Educativa Sacavillque Chico,PDC,10,3,1,0,1,2,10,0,296,0,27,2931.1
2932.7004,Nucleo Central Hornoma,AP,9,0,2,4,4,0,1,1,233,25,21,2932.7004
2933.1,Escuela Huayllani,PDC,18,3,3,3,2,6,32,1,119,37,68,2933.1
2934.10,U.E. 2 de Agosto,PDC,22,11,6,11,0,22,29,13,46,12,114,2934.10
2935.1,Escuela Lampazar,PDC,53,51,8,9,8,7,54,4,39,41,194,2935.1
2936.1,Escuela 2 de Agosto,AP,68,18,7,2,6,6,34,4,175,55,145,2936.1
2937.1,Unidad Educativa Puma Ckasa,APB-SUMATE,5,10,4,7,0,4,1,1,52,15,32,2937.1
2938.1023,U.E. San Miguel,PDC,42,14,12,10,4,5,71,8,215,13,166,2938.1023
2939.1025,U.E. Corani Pampa,AP,178,12,10,19,5,9,174,14,931,35,421,2939.1025
294.2481,Esc. Unidad Educativa Camillaya,PDC,17,3,2,3,2,4,29,6,35,7,66,294.2481
2940.4,U.E. 13 de Junio,UNIDAD,68,40,13,465,12,19,104,590,66,35,1311,2940.4
